Name,place_id,state_id,Total Population,Median Household Income,Per capita income,Under 5yo %,Under 18yo %,Over 65yo %,Female %,White %,Black or African American %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander %,Two or more races %,Hispanic or Latino %,"White alone, not Hispanic or Latino %",Foreign born %,Total Housing Units,Owner-occupied Housing Units,Median value of owner-occupied housing units,Median selected monthly owner costs - with mortgage,Median selected monthly owner costs - without mortgage,Median gross rent,Total households,Persons per household,Living in the same house 1 year ago %,Language other than English spoken at home %,Households with computer %,Households with internet %,High school graduate or higher %,Bachelor's degree or higher %,18-64yo with disability %,Without health insurance %,In labor force over 16yo %,In labor force females over 16yo %,Mean travel time to work (minutes),People in poverty %
"Blandinsville village, Illinois",06470,17,607,49779,24348,7.1,23.4,98,45.8,96.9,3.6,3.3,3.1,0.0,4.4,0.0,92.4,3.1,325,192,63300,856,400,725,243,2.50,88.5,1.1,86.4,77.0,95.0,15.0,25.1,6.4,59.4,54.5,30.1,12.5
"Bloomingdale village, Illinois",06587,17,22436,87324,50374,6.0,20.2,5076,52.7,79.4,5.2,0.8,13.8,0.3,4.6,11.1,69.6,17.5,9355,6489,314700,2220,925,1397,8940,2.42,88.9,25.0,94.3,91.6,93.8,41.1,7.6,4.3,66.6,60.4,27.2,7.4
"Bloomington city, Illinois",06613,17,78372,69003,38887,6.7,22.6,10241,50.5,80.2,11.2,0.6,9.5,0.1,4.5,5.7,73.1,10.3,36122,20225,168800,1458,583,884,33090,2.30,85.9,12.3,94.5,86.4,95.0,47.4,9.3,5.1,65.1,60.6,16.0,13.5
"Blue Island city, Illinois",06704,17,22934,51989,24111,7.1,22.8,2557,49.5,51.9,32.8,0.7,1.0,0.3,4.5,45.9,21.1,20.5,9209,4224,136900,1498,609,941,8400,2.72,94.3,40.1,88.2,80.6,77.0,17.2,10.3,13.1,65.1,62.0,30.4,18.3
"Blue Mound village, Illinois",06756,17,1025,55298,28581,6.4,24.0,261,55.1,98.6,3.3,1.4,3.2,0.0,7.4,2.6,89.5,1.2,488,369,93900,1062,503,883,447,2.29,92.6,3.8,91.3,80.5,86.1,16.0,6.6,2.6,59.8,58.4,23.0,8.7
"Bluffs village, Illinois",06899,17,696,66442,29859,5.0,22.8,131,47.6,94.1,0.0,0.6,6.2,0.0,0.9,0.0,93.2,4.2,302,209,69700,813,473,736,259,2.69,96.3,5.6,95.0,83.4,95.9,21.3,22.9,6.2,60.1,54.1,23.3,13.3
"Bluford village, Illinois",06964,17,536,51389,23184,6.5,21.6,100,50.2,96.5,0.0,9.5,0.0,0.0,9.0,10.3,85.3,0.0,251,174,71100,920,444,696,210,2.55,83.0,4.4,89.0,82.9,86.6,6.0,8.8,9.0,63.2,66.8,29.4,20.7
"Bolingbrook village, Illinois",07133,17,73807,97371,38896,5.5,24.8,8402,51.0,56.2,20.7,1.1,14.1,0.1,8.7,25.9,39.5,21.4,24214,18708,242600,2108,868,1475,23520,3.12,90.0,32.7,97.1,93.5,91.6,38.3,7.2,7.6,71.9,68.5,31.1,7.9
"Bondville village, Illinois",07211,17,382,50000,35764,3.4,13.9,69,45.0,91.1,7.6,1.6,1.8,0.0,2.1,0.0,89.0,0.8,219,151,135600,1250,477,905,196,1.95,94.9,2.2,91.8,81.6,92.0,7.3,7.9,7.5,63.6,54.4,19.8,5.3
"Bone Gap village, Illinois",07224,17,164,49063,20830,3.7,18.3,26,56.1,100.0,1.2,3.7,0.0,0.0,6.1,0.0,93.9,1.8,75,57,63000,850,300,508,65,2.52,92.7,1.9,83.1,73.8,91.2,7.9,9.3,1.2,60.0,59.5,40.8,14.0
"Bonfield village, Illinois",07237,17,520,73333,31206,1.9,22.5,76,51.2,99.0,1.0,0.2,0.6,0.6,1.7,2.3,96.9,0.0,222,170,166900,1580,497,638,214,2.43,98.8,3.5,92.5,65.9,90.2,10.4,5.8,4.4,67.4,62.8,25.3,2.7
"Bonnie village, Illinois",07263,17,385,59792,30680,4.9,19.2,92,59.2,99.7,1.0,0.3,0.0,0.0,6.5,8.6,88.8,1.6,186,140,61500,1080,320,829,153,2.52,87.1,5.5,86.9,78.4,83.6,11.3,11.4,1.8,63.7,65.3,19.6,3.9
"Bonnie Brae CDP, Illinois",07276,17,1253,69263,25524,5.6,32.0,119,54.3,94.6,1.6,2.6,5.8,0.0,5.6,5.0,87.0,2.6,432,209,158300,1426,422,1319,405,3.09,81.3,3.9,93.8,85.4,89.5,20.1,25.8,2.0,76.8,73.8,30.2,4.7
"Boulder Hill CDP, Illinois",07419,17,9675,71663,26411,6.0,26.9,1410,53.7,83.0,5.2,1.4,3.0,0.0,6.0,29.9,62.6,8.9,3191,2564,180300,1587,626,1693,3147,3.07,89.1,20.4,95.3,94.5,91.3,17.8,10.4,7.1,71.6,63.9,29.4,5.9
"Bourbonnais village, Illinois",07471,17,18959,72819,30535,4.0,19.4,2729,52.7,85.8,13.0,0.5,3.6,0.0,6.1,7.4,75.0,4.4,6558,4141,195200,1626,752,979,6144,2.64,86.8,7.3,93.5,87.4,95.2,33.9,9.1,4.8,62.2,60.6,20.6,8.3
"Braceville village, Illinois",07640,17,863,79375,29874,14.1,37.4,98,39.7,99.9,0.2,2.4,0.0,0.0,3.5,25.0,72.3,0.0,323,226,142900,1438,513,1337,279,3.09,94.5,0.4,95.3,84.2,94.0,11.6,15.8,4.2,68.1,64.8,30.1,11.0
"Bradford village, Illinois",07692,17,710,51250,23928,4.5,21.5,131,56.2,97.7,1.4,0.6,0.0,0.0,0.6,1.5,96.5,1.5,350,200,68400,797,427,832,296,2.40,95.0,3.5,87.8,78.0,86.6,11.2,14.3,4.9,56.1,46.8,27.9,16.5
"Bradley village, Illinois",07744,17,15236,57958,28866,7.0,22.3,2246,52.2,88.2,8.1,0.4,1.2,0.1,3.5,10.8,79.9,4.0,6372,3790,139000,1353,526,1105,5775,2.61,93.4,10.0,92.2,84.3,90.2,15.9,9.6,6.2,68.3,63.2,23.7,9.1
"Braidwood city, Illinois",07770,17,6280,69992,35834,5.9,22.1,925,49.3,98.5,0.3,2.1,0.1,0.0,3.5,6.1,91.2,1.3,2922,1988,178400,1383,597,1123,2487,2.52,88.8,3.4,96.5,89.7,95.8,17.4,7.9,1.9,61.0,54.4,28.5,9.9
"Breese city, Illinois",07913,17,4300,64102,44174,7.2,19.3,768,51.3,96.2,0.1,1.4,1.7,0.0,2.2,4.0,92.9,4.1,1851,1401,147800,1249,547,699,1851,2.29,77.8,4.2,91.8,90.1,95.2,29.1,9.9,5.2,68.5,66.2,27.4,2.5
"Bridgeport city, Illinois",08186,17,1859,49038,28658,6.0,31.5,227,45.6,93.5,6.5,0.6,0.0,0.0,0.6,0.0,92.8,0.0,841,467,49600,856,334,775,726,2.56,80.3,1.3,94.8,88.0,86.8,10.3,18.9,10.5,62.1,59.8,18.9,17.1
"Bridgeview village, Illinois",08225,17,16883,58371,26178,6.6,21.6,2652,51.8,83.8,5.0,0.7,5.2,0.4,8.1,26.3,64.0,24.1,6364,3988,202400,1587,753,972,5944,2.75,92.3,42.7,86.1,81.4,85.5,19.7,9.3,13.0,59.3,52.0,33.1,14.9
"Brighton village, Illinois",08264,17,2416,63421,27921,8.1,29.0,336,47.0,97.3,3.2,1.6,0.0,0.0,3.9,2.7,92.5,1.0,977,677,105400,1211,578,826,832,2.84,89.7,0.5,91.0,84.5,92.0,17.1,8.2,3.3,68.2,64.2,24.6,14.6
"Brimfield village, Illinois",08303,17,722,56094,29506,2.9,23.8,140,50.4,98.3,0.7,0.1,1.4,0.0,2.6,1.4,95.7,1.2,318,230,125000,1144,447,732,287,2.52,99.4,2.1,88.5,82.6,84.2,21.6,9.3,7.9,62.6,50.8,21.8,9.8
"Broadlands village, Illinois",08420,17,315,73750,25381,3.5,23.2,45,48.6,97.8,2.2,0.3,0.0,0.0,0.3,2.2,96.8,0.6,112,80,102800,980,486,913,105,3.00,86.8,1.0,91.4,81.0,87.7,16.7,14.2,6.0,60.2,55.7,30.4,16.5
"Broadview village, Illinois",08446,17,7997,56798,28257,7.2,23.4,1445,47.5,18.7,73.1,0.7,5.0,1.7,6.2,11.7,11.7,8.5,3254,2045,177800,1651,571,1028,3081,2.60,94.9,21.6,89.4,82.8,91.0,13.9,10.0,6.3,65.6,60.5,30.8,11.7
"Broadwell village, Illinois",08472,17,144,57727,29901,5.6,12.5,27,45.8,100.0,0.0,0.0,1.4,0.0,1.4,3.5,95.1,0.0,90,49,87000,763,414,686,78,1.85,84.0,0.0,96.2,79.5,83.0,9.8,28.3,5.6,63.0,48.3,29.5,18.8
"Brocton village, Illinois",08524,17,303,52969,24323,5.6,16.8,57,49.8,100.0,0.0,1.0,0.0,0.0,1.0,1.0,98.0,0.0,154,106,57100,836,286,2083,131,2.31,88.1,0.3,95.4,82.4,90.9,13.8,13.3,6.9,65.6,65.7,35.4,14.2
"Brookfield village, Illinois",08576,17,19517,90083,42575,6.6,25.3,2516,53.8,88.7,5.3,2.6,2.3,0.0,6.4,20.5,71.5,10.0,8036,6097,276200,2133,905,1083,7590,2.55,91.1,22.9,91.7,86.5,93.0,44.0,7.8,3.7,71.2,69.5,31.4,6.2
"Brookport city, Illinois",08706,17,820,36806,21552,7.7,19.3,151,49.9,88.8,11.2,2.2,0.0,0.0,2.2,1.3,85.2,0.0,428,259,59800,900,344,643,376,2.18,91.4,0.0,75.5,60.9,87.2,10.3,23.7,10.7,58.6,49.3,22.3,18.8
"Browns village, Illinois",08979,17,237,54583,25782,8.0,26.6,29,47.3,99.2,0.0,13.1,0.0,0.0,12.2,1.7,85.2,0.4,92,80,50000,761,246,717,92,2.58,86.1,0.9,96.7,94.6,97.0,11.4,22.8,2.1,64.0,59.5,23.7,21.5
"Brownstown village, Illinois",08992,17,839,41042,28521,11.3,27.2,126,50.3,100.0,0.0,0.0,0.0,0.0,0.0,0.6,99.4,0.0,327,181,68300,792,379,764,300,2.80,89.9,1.9,74.3,72.0,77.8,9.2,18.1,10.0,58.1,59.3,21.5,27.5
"Bryant village, Illinois",09161,17,241,52500,29532,9.5,32.8,19,47.7,97.5,0.0,2.1,5.4,0.0,5.8,0.0,91.7,5.4,106,66,103300,1075,425,650,80,3.01,92.1,7.8,97.5,97.5,86.9,16.8,11.2,7.1,67.9,64.2,32.8,25.3
"Buckingham village, Illinois",09304,17,251,67500,23992,4.8,20.3,42,50.2,99.2,3.2,1.2,0.0,0.0,9.6,0.8,89.6,0.0,100,85,109800,1116,390,875,92,2.73,95.2,0.0,96.7,76.1,87.9,6.0,11.4,5.2,58.0,56.7,31.2,3.2
"Buckley village, Illinois",09317,17,461,51250,29231,1.3,20.2,96,46.9,97.6,2.0,0.0,0.0,0.0,1.5,3.7,93.5,0.0,243,188,83500,1039,389,825,205,2.25,96.7,0.7,80.0,80.0,94.3,17.3,7.4,2.6,54.7,46.5,28.5,6.3
"Buckner village, Illinois",09330,17,316,40250,23992,3.8,16.5,92,50.6,100.0,0.0,1.9,0.0,0.0,1.9,0.9,97.2,4.4,163,139,51900,690,334,694,152,2.08,90.6,3.0,82.2,75.7,88.4,9.0,10.5,1.9,56.3,51.4,24.3,16.8
"Buda village, Illinois",09356,17,565,44722,26109,6.2,25.1,59,52.0,95.9,1.1,0.9,4.6,0.0,5.1,1.6,90.3,1.9,256,190,62300,957,319,725,226,2.50,87.1,4.7,89.8,78.8,80.5,10.4,14.8,6.7,66.1,61.0,31.4,11.7
"Buffalo village, Illinois",09434,17,360,55500,31029,0.0,23.6,85,48.9,98.6,1.4,9.4,3.1,0.0,10.8,3.6,87.8,11.4,178,102,103100,1290,459,675,150,2.40,94.2,5.6,91.3,71.3,89.4,28.4,11.1,4.2,59.9,56.0,24.5,10.0
"Buffalo Grove village, Illinois",09447,17,43062,121212,55906,6.0,24.2,6034,52.4,70.1,4.2,1.2,25.4,0.4,3.3,6.5,63.2,33.8,16487,12884,341400,2542,1075,1800,15982,2.69,88.7,41.4,95.7,93.5,97.7,67.3,5.3,3.2,70.1,61.7,30.0,5.2
"Buncombe village, Illinois",09551,17,308,41964,17001,17.2,36.4,42,52.6,99.7,0.0,0.0,0.3,0.0,0.0,2.6,97.1,0.3,104,68,80900,800,350,717,85,3.62,91.6,0.4,61.2,58.8,90.7,13.6,22.7,0.0,37.7,27.0,21.4,29.9
"Bunker Hill city, Illinois",09577,17,1400,57857,27717,7.9,20.8,250,51.6,97.0,1.4,0.4,1.2,0.0,0.6,0.6,96.4,1.4,691,398,103600,1083,450,800,568,2.39,84.3,0.5,88.6,82.2,87.2,15.6,11.8,5.9,64.4,57.0,35.5,13.5
"Burbank city, Illinois",09642,17,29312,73466,29767,6.1,25.3,4347,48.8,80.8,3.3,2.0,4.1,0.1,14.8,42.7,49.6,28.9,9908,7537,215800,1634,712,1142,9482,3.07,91.1,56.6,91.2,86.9,80.6,15.9,10.4,11.3,63.8,56.6,35.3,11.1
"Bureau Junction village, Illinois",09681,17,242,51875,24591,5.4,19.8,29,48.3,90.9,0.0,1.2,0.0,0.0,3.7,12.4,86.4,0.0,116,54,45800,750,375,717,87,2.78,81.4,0.0,88.5,75.9,81.5,3.7,10.9,3.7,73.0,72.9,35.0,10.8
"Burlington village, Illinois",09759,17,495,76250,47527,7.1,20.6,90,51.1,98.6,0.0,1.0,0.0,0.0,2.0,6.5,91.5,3.8,212,128,248300,1964,663,989,196,2.53,90.9,5.9,85.7,82.7,94.5,30.4,0.0,3.4,58.0,47.6,30.6,8.3
"Burnham village, Illinois",09798,17,4085,50556,25665,5.7,23.7,613,53.0,22.6,64.8,0.3,0.4,0.0,1.8,23.8,11.9,7.8,1741,992,123900,1523,507,1047,1594,2.40,90.7,20.3,94.5,88.0,84.2,13.8,7.8,12.1,62.4,62.1,36.6,11.6
"Burr Ridge village, Illinois",09980,17,11167,148214,102404,3.4,20.4,3548,48.4,80.5,2.8,1.1,16.0,0.1,4.2,5.2,73.4,23.3,4871,4270,672500,3731,1378,2329,4506,2.46,92.4,32.8,95.6,94.3,96.3,70.3,3.9,2.7,57.9,51.5,35.6,4.8
"Bush village, Illinois",10084,17,316,69250,20498,1.3,29.1,49,50.3,98.7,2.2,0.6,0.0,0.0,1.9,0.6,96.2,0.6,119,93,69300,873,450,480,107,2.95,94.9,2.2,85.0,81.3,86.2,13.8,14.9,11.4,61.7,56.1,27.1,5.1
"Bushnell city, Illinois",10110,17,2824,55412,25672,9.8,21.9,471,55.3,97.9,0.0,1.2,0.0,0.0,1.2,0.4,96.7,0.3,1393,845,69200,821,280,660,1129,2.47,86.2,1.3,88.0,73.3,91.9,10.3,17.3,5.5,66.0,61.2,33.2,11.1
"Byron city, Illinois",10240,17,3740,66620,30284,8.9,27.4,554,52.6,95.3,3.4,0.0,1.3,0.0,8.4,8.3,84.3,3.6,1559,1021,148000,1428,502,881,1487,2.45,85.2,7.4,95.0,81.1,96.9,27.7,8.8,1.1,67.0,66.0,23.2,10.1
"Cabery village, Illinois",10292,17,271,51167,21676,13.7,33.6,25,54.2,99.6,0.0,3.7,0.0,0.0,3.3,3.0,93.4,1.8,118,69,73900,925,375,833,100,2.71,94.5,2.6,88.0,82.0,96.1,6.5,11.6,2.2,69.0,61.9,31.9,28.0
"Cahokia village, Illinois",10370,17,12440,30556,16402,9.0,35.3,1287,53.8,34.6,67.2,2.5,1.3,0.0,3.7,1.0,30.5,0.6,5575,1749,40900,952,410,975,4012,3.05,87.7,2.1,85.4,79.5,84.0,9.8,30.5,6.6,59.1,56.4,28.4,35.4
"Cairo city, Illinois",10383,17,1694,29375,20127,2.8,22.6,379,52.8,30.0,71.4,0.0,0.7,0.0,3.0,2.4,25.6,0.9,1273,397,30400,1163,399,450,580,2.78,91.0,0.2,75.0,59.1,83.9,16.3,15.9,12.4,45.5,35.2,24.3,28.7
"Caledonia village, Illinois",10422,17,221,77222,44454,8.1,19.0,11,35.7,99.5,0.5,0.0,7.2,0.0,8.6,9.5,82.8,0.9,109,72,129700,1298,700,1688,100,2.21,80.5,1.5,92.0,92.0,89.9,30.2,5.4,12.3,88.3,85.7,24.3,3.6
"Calhoun village, Illinois",10448,17,157,48393,27178,6.4,12.1,27,43.9,100.0,0.0,1.9,0.0,0.0,1.9,0.0,98.1,0.0,93,67,39600,750,367,733,75,2.09,81.2,0.7,96.0,86.7,90.7,9.3,22.5,9.6,64.0,55.7,23.1,28.2
"Calumet City city, Illinois",10487,17,36065,52994,24574,4.9,25.4,4719,53.3,18.4,76.8,0.3,0.4,0.2,1.9,15.2,7.5,9.3,16349,8152,110600,1453,595,1000,13895,2.59,88.1,17.6,89.8,86.4,88.1,19.0,9.1,10.4,63.6,60.0,37.2,21.5
"Calumet Park village, Illinois",10513,17,7167,52696,25689,4.9,28.1,1165,51.8,5.7,88.1,0.4,1.0,0.0,2.0,7.3,1.4,3.5,3233,1645,118600,1366,584,983,2733,2.62,87.1,8.3,95.0,86.9,90.3,19.2,10.9,5.2,63.1,63.3,34.5,14.1
"Camargo village, Illinois",10591,17,542,67500,27889,5.4,21.6,122,52.2,100.0,0.4,0.7,0.0,0.0,0.7,0.9,98.3,0.4,263,159,117600,1013,560,491,206,2.63,95.4,0.4,90.3,88.3,92.1,17.3,6.3,3.1,67.4,63.5,22.4,5.5
"Cambria village, Illinois",10630,17,1061,42643,22933,9.0,27.4,148,52.5,87.0,10.5,0.0,0.9,0.0,4.5,7.9,80.7,2.5,604,219,75000,880,445,730,486,2.18,78.8,1.8,90.5,91.4,82.0,15.0,17.7,4.8,67.9,67.7,22.9,21.5
"Cambridge village, Illinois",10643,17,2133,67361,31044,6.0,23.5,254,48.6,97.3,2.2,2.1,0.7,0.0,2.5,0.9,93.9,0.3,891,702,107700,1061,459,835,781,2.58,86.4,0.6,96.3,85.9,92.8,20.2,10.3,4.3,68.3,70.8,24.7,7.2
"Campbell Hill village, Illinois",10773,17,288,60000,28587,9.0,24.0,63,59.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,99.0,0.0,146,108,83600,942,450,685,128,2.25,77.8,0.0,92.2,86.7,87.9,26.3,9.6,5.2,63.2,66.4,27.8,9.4
"Camp Point village, Illinois",10877,17,1279,53750,23775,7.7,33.3,237,50.5,98.6,0.0,0.1,0.3,0.0,0.0,0.2,98.4,1.0,504,345,101800,1024,418,643,465,2.62,93.0,1.8,85.6,84.9,95.1,15.0,7.1,3.7,65.3,64.5,22.5,7.2
"Campton Hills village, Illinois",10906,17,10468,183050,73942,4.1,26.2,1637,49.6,94.7,1.3,0.1,5.9,0.0,3.4,3.4,89.0,3.8,3569,3403,427400,2856,1307,2863,3498,2.99,88.1,4.2,99.2,97.4,98.8,59.7,9.4,2.0,72.4,66.8,38.1,2.3
"Campus village, Illinois",10916,17,138,85000,38688,4.3,22.5,21,51.4,100.0,4.3,0.7,0.0,0.0,5.1,0.0,94.9,0.0,67,49,106900,1167,513,850,58,2.38,88.2,1.5,100.0,94.8,97.2,20.6,11.6,0.7,52.7,41.8,35.4,11.1
"Candlewick Lake CDP, Illinois",10936,17,5154,83946,29973,3.5,26.4,543,43.3,89.7,10.3,2.1,1.5,0.0,6.1,19.6,66.5,6.8,1837,1393,139800,1383,659,1575,1677,3.07,92.3,10.9,90.5,88.6,94.2,33.6,11.2,0.4,69.0,67.1,39.2,4.4
"Canton city, Illinois",11007,17,13701,47682,31484,3.7,15.8,2850,45.0,89.3,8.4,1.9,0.9,0.1,3.0,6.1,84.1,1.9,6024,3774,94300,966,457,643,5423,2.13,80.5,4.8,88.7,83.3,86.2,17.5,10.2,3.4,49.8,55.5,20.3,17.3
"Capron village, Illinois",11124,17,1557,68859,24754,7.0,28.0,110,45.7,85.1,1.7,1.1,0.0,0.0,3.9,44.0,54.3,20.6,501,352,119800,1136,532,883,453,3.44,95.2,37.9,95.8,85.2,75.1,12.6,9.2,6.5,80.8,74.3,31.2,11.2
"Carbon Cliff village, Illinois",11150,17,1975,42059,21601,3.4,22.6,339,50.8,89.4,9.6,0.1,0.4,0.0,4.3,9.5,80.6,5.5,919,397,105000,1077,498,865,828,2.39,82.1,7.5,90.3,82.9,77.8,5.7,20.5,8.3,62.6,58.8,19.4,20.6
"Carbondale city, Illinois",11163,17,22388,24452,22164,2.2,11.8,2269,48.9,62.5,29.4,1.3,8.1,0.5,4.2,5.0,56.6,9.6,12757,2711,117200,1318,524,726,10193,1.86,60.4,12.3,95.1,85.8,94.7,45.4,11.1,7.4,53.7,55.5,15.0,40.5
"Carbon Hill village, Illinois",11176,17,388,83750,28440,8.5,27.3,65,49.2,100.0,0.0,0.0,0.0,0.0,7.0,8.5,91.0,0.3,147,117,174100,1266,636,1125,142,2.73,91.4,1.1,95.1,90.8,94.8,6.8,7.4,2.1,64.8,70.9,21.0,8.5
"Carlinville city, Illinois",11202,17,5719,46147,23940,5.5,19.1,1324,52.6,96.0,4.4,0.0,0.0,0.0,3.2,3.1,92.5,1.9,2396,1347,92000,963,429,856,2098,2.47,82.0,2.7,93.8,86.7,84.4,23.4,10.8,6.6,50.9,50.7,16.7,26.6
"Carlock village, Illinois",11215,17,701,68500,30941,6.4,33.0,36,46.9,79.3,16.8,0.4,2.0,0.0,1.6,2.1,77.7,0.4,276,226,126300,1160,563,1315,260,2.70,94.4,0.8,96.9,93.1,93.5,18.3,7.4,7.8,72.3,61.2,27.6,10.1
"Carlyle city, Illinois",11228,17,3290,56481,27609,5.6,20.4,613,50.3,98.1,8.5,0.2,0.0,0.0,7.0,1.9,89.4,2.2,1280,779,141900,1158,562,888,1278,2.42,88.3,4.1,97.0,92.1,93.6,28.4,10.3,3.0,67.7,61.9,24.5,11.8
"Carmi city, Illinois",11293,17,5012,47128,28007,6.9,21.2,1091,49.3,97.0,1.0,1.3,1.3,0.0,1.9,1.6,94.9,1.7,2616,1454,80500,920,454,739,2174,2.21,87.7,2.2,86.5,71.3,88.5,13.2,17.3,6.6,53.1,48.4,20.9,17.6
"Carol Stream village, Illinois",11332,17,39895,95342,39693,5.6,21.1,5991,50.4,67.0,7.9,0.6,21.5,0.6,6.1,16.4,53.5,26.6,14601,9802,265600,1989,907,1327,14195,2.78,87.0,36.6,96.0,92.6,90.9,41.7,5.4,6.3,70.0,63.9,29.1,7.3
"Carpentersville village, Illinois",11358,17,37940,73121,28333,7.6,29.9,3532,50.4,53.3,7.7,1.7,8.9,0.2,7.0,53.1,30.7,28.8,11736,8474,184500,1684,632,1290,11429,3.32,90.8,55.6,95.6,91.3,74.2,21.9,7.0,11.5,74.7,71.2,30.4,11.0
"Carrier Mills village, Illinois",11397,17,1891,46398,27361,8.8,24.9,318,51.1,78.7,23.3,0.5,0.0,0.0,2.5,3.4,72.8,0.7,863,536,60700,823,361,533,691,2.72,78.9,1.7,82.8,75.7,89.8,12.7,17.9,3.6,57.8,62.8,30.5,18.7
"Carrollton city, Illinois",11462,17,2591,64470,33885,6.4,22.9,497,49.7,98.5,0.3,0.8,0.5,0.3,1.7,2.1,96.1,0.6,1131,653,103800,1086,430,830,926,2.77,85.6,1.8,87.9,75.5,89.3,14.4,12.4,4.4,65.5,58.6,30.4,7.7
"Carterville city, Illinois",11514,17,5839,61000,37601,6.9,24.3,1048,52.6,90.4,4.9,0.2,2.9,0.0,2.9,4.6,87.2,1.9,2654,1778,156700,1265,487,924,2466,2.37,91.7,7.8,89.3,84.9,97.9,49.9,12.3,1.5,61.9,55.2,21.5,10.9
"Carthage city, Illinois",11527,17,2554,68654,37307,3.6,16.4,576,47.5,96.7,1.1,0.4,0.2,0.0,3.7,4.0,92.0,2.7,1442,910,96300,946,527,628,1220,2.04,90.5,4.0,84.3,82.0,94.7,39.1,12.2,1.3,66.3,57.3,22.4,11.4
"Cary village, Illinois",11592,17,17919,106940,45202,5.6,23.6,2044,50.2,95.6,1.6,1.5,2.8,0.2,4.7,9.8,84.0,7.2,6408,5471,245400,2053,845,1391,6305,2.84,92.3,9.5,98.6,96.1,97.1,46.7,4.8,3.6,77.7,76.8,29.2,3.1
"Casey city, Illinois",11618,17,2422,44856,28303,5.9,19.4,595,55.4,99.3,1.5,0.2,0.0,0.0,5.3,4.2,94.0,1.7,1338,789,70400,927,507,722,1087,2.13,86.4,2.9,87.2,83.0,89.5,14.4,11.6,4.7,62.0,55.2,23.3,7.5
"Caseyville village, Illinois",11644,17,4185,51667,21907,6.1,23.4,736,45.7,80.2,17.1,1.5,0.0,0.0,7.4,13.9,66.4,1.2,1654,1016,86000,960,424,1012,1452,2.80,88.4,4.8,90.9,73.5,90.5,11.7,28.4,6.0,50.5,45.1,20.6,19.7
"Catlin village, Illinois",11774,17,1989,51875,30139,4.9,15.8,406,47.7,100.0,0.0,0.3,0.0,0.0,0.3,5.8,93.9,4.3,968,675,98000,1083,441,848,936,2.13,84.8,4.8,81.5,68.2,93.0,24.4,3.7,7.4,61.9,60.6,21.1,5.4
"Cave-In-Rock village, Illinois",11826,17,228,25500,37746,0.0,12.3,60,56.1,100.0,6.1,0.0,0.0,0.0,6.1,0.0,93.9,0.0,150,44,47500,863,318,419,92,2.48,100.0,0.0,69.6,56.5,67.7,1.1,21.4,12.3,43.3,25.9,34.3,25.4
"Cedar Point village, Illinois",11982,17,255,61250,32855,6.7,23.1,38,49.8,100.0,0.0,0.0,0.0,0.0,0.0,9.4,90.6,3.9,121,91,86300,1022,508,864,108,2.36,84.1,7.6,88.0,87.0,97.0,10.2,2.5,3.9,73.6,69.0,31.4,9.0
"Cedarville village, Illinois",12008,17,664,63681,30807,4.7,20.8,125,48.0,99.8,0.9,0.5,0.0,0.0,0.9,7.7,91.3,1.2,300,269,94400,1098,457,575,291,2.28,94.4,2.2,87.3,83.8,91.4,20.7,8.5,5.1,65.5,64.5,22.8,8.3
"Central City village, Illinois",12151,17,1125,43269,22956,3.8,24.0,161,51.0,99.6,1.5,0.0,0.0,0.0,2.4,2.8,96.8,2.5,637,331,47500,1039,319,818,474,2.37,86.1,5.2,87.6,81.4,92.4,9.3,12.4,7.5,59.8,57.4,15.8,22.3
"Centralia city, Illinois",12164,17,12061,40979,24880,7.6,24.7,2674,51.9,89.2,12.4,0.4,1.7,0.0,4.9,4.4,81.2,2.1,5806,3384,75600,977,431,658,5080,2.29,86.5,2.8,86.1,80.3,87.1,17.8,19.3,7.8,54.3,48.1,17.3,23.8
"Centreville city, Illinois",12203,17,4346,24088,21046,10.2,24.4,1005,52.3,5.4,94.9,0.5,1.1,0.0,1.9,0.0,3.5,1.1,2461,827,53900,938,430,706,1931,2.25,92.7,1.6,73.2,59.2,87.2,13.0,23.9,18.5,52.0,46.2,20.8,30.0
"Cerro Gordo village, Illinois",12268,17,1370,61364,28281,6.1,26.9,249,52.9,100.0,0.3,1.1,0.2,0.0,2.3,0.8,97.6,0.2,590,395,97100,1007,480,831,552,2.48,83.5,1.1,85.5,77.7,95.3,13.5,15.3,5.7,66.2,64.4,21.0,8.2
"Champaign city, Illinois",12385,17,88343,52687,32023,5.1,17.7,9354,48.4,65.3,19.5,0.6,16.3,0.1,4.2,6.6,57.1,16.3,40291,15511,167700,1439,643,969,35206,2.28,74.7,22.7,95.8,86.8,94.1,51.9,6.9,5.1,60.3,58.1,15.2,23.5
"Chandlerville village, Illinois",12450,17,521,36250,24247,6.7,21.1,118,41.3,99.6,0.0,2.1,0.0,0.0,1.7,0.0,97.9,1.0,274,209,38800,683,298,830,246,2.12,89.2,0.0,76.0,72.4,73.7,8.7,7.9,12.9,55.2,60.0,27.2,16.1
"Channahon village, Illinois",12476,17,13694,105156,40721,6.7,27.4,1833,52.1,96.2,2.9,0.2,1.3,0.0,1.5,10.9,85.6,2.2,4387,3891,247800,1994,698,1613,4342,3.15,93.7,3.7,98.4,96.6,96.3,32.7,7.3,2.7,68.7,62.7,32.7,3.8
